PC_ID,DIVISION,DEPARTMENT,RETAILER_NAME,RETAILER_SEGMENT,CATEGORY,STYLE,PRODUCT_DESCRIPTION
31796655,Womens,Apparel,Retailer 42,Mass,Jeans,Skinny leg,skinny fit jeans low rise waist dark wash cream day to night button fastening finished with classic pockets fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31463852,Womens,Apparel,Retailer 41,Mass,Jeans,Relaxed/loose,relaxed leg jeans high rise waist mid wash dark blue work to weekend clean finish pair with trainers or boots fabric cotton denim classic pocket styling relaxed through seat and thigh
31721691,Womens,Apparel,Retailer 9,Conservative,Jeans,Skinny leg,skinny leg jeans mid rise waist inlaid blue black seam detail soft hand feel ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit fibre content
31988575,Womens,Apparel,Retailer 22,Innovator,Jeans,Straight leg,classic straight jeans mid rise waist stone wash off white back pocket shaping frayed edge style with a crisp shirt fabric denim denim classic pocket styling
31468656,Womens,Apparel,Retailer 54,Mass,Jeans,Skinny leg,skinny leg jeans low rise waist inlaid blue dark blue work to weekend non stretch feel easy to style fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31722685,Womens,Apparel,Retailer 9,Conservative,Jeans,Straight leg,easy straight jeans high rise waist light wash washed black work to weekend button fastening ideal for casual days fabric cotton stretch fibre blend classic pocket styling
31011465,Womens,Apparel,Retailer 38,Mass,Jeans,Straight leg,easy straight jeans low rise waist faded blue off white turned up cuff stretch comfort finished with classic pockets fabric cotton stretch fibre blend classic pocket styling
31123073,Womens,Apparel,Retailer 38,Mass,Jeans,Skinny leg,skinny fit jeans high rise waist clean rinse off white seam detail non stretch feel versatile wardrobe piece fabric cotton denim classic pocket styling close to the body fit
31608177,Womens,Apparel,Retailer 16,Mass,Jeans,Straight leg,classic straight jeans mid rise waist faded blue soft white day to night raw hem finished with classic pockets fabric cotton polyester wool blend classic pocket styling
31112129,Womens,Apparel,Retailer 29,Mass,Jeans,Straight leg,straight leg jeans low rise waist stone wash off white minimal trim zip fly style with a crisp shirt fabric cotton stretch fibre polyester blend classic pocket styling fibre content
31471248,Womens,Apparel,Retailer 29,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans mid rise waist clean rinse blue back pocket shaping subtle fading easy to style fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31806377,Womens,Apparel,Retailer 10,Innovator,Jeans,Flare/bell bottom,bell leg jeans mid rise waist faded blue cream structured denim feel seam detail designed for comfort fabric cotton stretch fibre micromodal blend classic pocket styling balanced hem shape cotton touch
31194479,Womens,Apparel,Retailer 11,Mass,Jeans,Flare/bell bottom,bell leg jeans high rise waist light wash cream subtle fading raw hem made for all day wear fabric cotton denim stretch fibre blend classic pocket styling balanced hem shape
31463894,Womens,Apparel,Retailer 28,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist inlaid blue mid blue soft hand feel stretch comfort goes with oversized blazer fabric cotton stretch fibre leather blend classic pocket styling relaxed through seat and thigh
31084938,Womens,Apparel,Retailer 55,Mass,Jeans,Straight leg,classic straight jeans high rise waist washed grey soft white front pocket shaping structured denim feel finished with classic pockets fabric cotton polyester blend classic pocket styling wash process
31712961,Womens,Apparel,Retailer 11,Mass,Jeans,Skinny leg,skinny fit jeans mid rise waist clean rinse black comfortable drape work to weekend softens with wear fabric cotton stretch fibre flax blend classic pocket styling close to the body fit
31758166,Womens,Apparel,Retailer 9,Conservative,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist ink wash light blue shaped waist non stretch feel layer with knitwear fabric cotton denim classic pocket styling relaxed through seat and thigh
31367323,Womens,Apparel,Retailer 17,Mass,Jeans,Straight leg,straight leg jeans high rise waist faded blue washed black frayed edge zip fly designed for comfort fabric cotton denim classic pocket styling
31013654,Womens,Apparel,Retailer 4,Innovator,Jeans,Slim leg,slim fit jeans mid rise waist clean rinse grey clean finish tapered from knee wear with a tucked tee fabric cotton stretch fibre blend classic pocket styling close to the body fit
31286231,Womens,Apparel,Retailer 11,Mass,Jeans,,tapered ankle jeans high rise waist clean rinse off white comfortable drape shaped waist versatile wardrobe piece fabric cotton denim blend classic pocket styling tapered towards ankle
31682924,Womens,Apparel,Retailer 11,Mass,Jeans,,tapered leg jeans high rise waist mid wash ecru straight through leg soft hand feel wear with a tucked tee fabric cotton polyester blend classic pocket styling tapered towards ankle
31087901,Womens,Apparel,Retailer 34,Innovator,Jeans,Bootcut,bootcut shape jeans high rise waist stone wash grey wide through leg comfortable drape finished with classic pockets fabric cotton viscose blend classic pocket styling balanced hem shape
31555896,Womens,Apparel,Retailer 55,Mass,Jeans,Straight leg,classic straight jeans mid rise waist black wash off white soft hand feel clean finish finished with classic pockets fabric cotton polyester blend classic pocket styling
31238063,Womens,Apparel,Retailer 43,Mass,Jeans,Bootcut,slight bootcut jeans low rise waist washed grey off white frayed edge zip fly designed for comfort fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31881624,Womens,Apparel,Retailer 10,Innovator,Jeans,Straight leg,classic straight jeans low rise waist washed grey dark blue minimal trim subtle fading pair with trainers or boots fabric cotton stretch fibre polyester blend classic pocket styling
31953409,Womens,Apparel,Retailer 2,Mass,Jeans,Skinny leg,skinny leg jeans mid rise waist stone wash mid blue front pocket shaping shaped waist easy to style fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit cotton touch
31723999,Womens,Apparel,Retailer 56,Mass,Jeans,Carrot / tapered,tapered ankle jeans mid rise waist light wash dark blue contrast stitch look roomy through thigh made for all day wear fabric cotton stretch fibre blend classic pocket styling tapered towards ankle
31302665,Womens,Apparel,Retailer 43,Mass,Jeans,Flare/bell bottom,bell leg jeans mid rise waist black wash mid blue comfortable drape clean finish designed for comfort fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31273321,Womens,Apparel,Retailer 12,Innovator,Jeans,Bootcut,slight bootcut jeans high rise waist light wash sand button fastening day to night softens with wear fabric cotton stretch fibre blend classic pocket styling balanced hem shape
31426049,Womens,Apparel,Retailer 12,Innovator,Jeans,Slim leg,slim fit jeans high rise waist dark wash charcoal shaped waist work to weekend layer with knitwear fabric cotton denim classic pocket styling close to the body fit
31715536,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist black wash cream straight through leg seam detail easy to style fabric cotton polyester viscose blend classic pocket styling relaxed through seat and thigh
31588899,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,relaxed leg jeans mid rise waist washed grey charcoal contrast stitch look wide through leg denim you can dress up fabric cotton denim classic pocket styling relaxed through seat and thigh
31219780,Womens,Apparel,Retailer 57,Mass,Jeans,Flare/bell bottom,bell leg jeans high rise waist dark wash charcoal casual staple contrast stitch look designed for comfort fabric cotton polyester blend classic pocket styling balanced hem shape
31864977,Womens,Apparel,Retailer 57,Mass,Jeans,Flare/bell bottom,bell leg jeans low rise waist mid wash mid blue front pocket shaping subtle fading easy to style fabric cotton denim classic pocket styling balanced hem shape cotton touch
31250028,Womens,Apparel,Retailer 5,Conservative,Jeans,Skinny leg,skinny fit jeans high rise waist inlaid blue off white structured denim feel panelled leg made for all day wear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31674594,Womens,Apparel,Retailer 57,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans mid rise waist ink wash ecru button fastening slim through hip wear with a tucked tee fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31859289,Womens,Apparel,Retailer 57,Mass,Jeans,,high rise waist ink wash ecru everyday denim soft hand feel ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling cotton touch
31704657,Womens,Apparel,Retailer 57,Mass,Jeans,Bootcut,slight bootcut jeans mid rise waist black wash black day to night raw hem style with a crisp shirt fabric denim denim classic pocket styling balanced hem shape wash process
31296212,Womens,Apparel,Retailer 4,Innovator,Jeans,Flare/bell bottom,bell leg jeans mid rise waist faded blue indigo comfortable drape comfortable drape finished with classic pockets fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31660867,Womens,Apparel,Retailer 58,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans mid rise waist mid wash black day to night casual staple easy to style fabric cotton viscose blend classic pocket styling relaxed through seat and thigh
31978746,Womens,Apparel,Retailer 58,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist faded blue dark blue subtle fading seam detail wear with a tucked tee fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh
31102611,Womens,Apparel,Retailer 58,Innovator,Jeans,Slim leg,slim fit jeans low rise waist mid wash black front pocket shaping contrast stitch look style with a crisp shirt fabric denim denim classic pocket styling close to the body fit
31472948,Womens,Apparel,Retailer 58,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist clean rinse off white minimal trim subtle fading layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh fibre content
31701396,Womens,Apparel,Retailer 58,Innovator,Jeans,Straight leg,straight leg jeans low rise waist black wash blue slim through hip clean finish style with a crisp shirt fabric cotton stretch fibre viscose blend classic pocket styling
31527661,Womens,Apparel,Retailer 58,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans high rise waist washed grey ecru tapered from knee everyday denim wear with a tucked tee fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh fibre content
31145650,Womens,Apparel,Retailer 17,Mass,Jeans,Relaxed/loose,loose fit jeans high rise waist light wash mid blue non stretch feel slim through hip easy to style fabric denim denim classic pocket styling relaxed through seat and thigh wash process
31903237,Womens,Apparel,Retailer 58,Innovator,Jeans,Straight leg,classic straight jeans mid rise waist clean rinse indigo structured denim feel roomy through thigh layer with knitwear fabric cotton stretch fibre blend classic pocket styling
31760447,Womens,Apparel,Retailer 9,Conservative,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist black wash cream turned up cuff work to weekend wear with a tucked tee fabric cotton denim classic pocket styling relaxed through seat and thigh
31668928,Womens,Apparel,Retailer 29,Mass,Jeans,Slim leg,slim fit jeans low rise waist mid wash mid blue wide through leg easy movement pair with trainers or boots fabric mixed fibres denim classic pocket styling close to the body fit
31564688,Womens,Apparel,Retailer 9,Conservative,Jeans,Straight leg,straight leg jeans mid rise waist faded blue light blue seam detail straight through leg easy to style fabric cotton denim classic pocket styling
31087145,Womens,Apparel,Retailer 9,Conservative,Jeans,Straight leg,straight leg jeans mid rise waist clean rinse soft white easy movement roomy through thigh holds its shape fabric cotton denim classic pocket styling
31354834,Womens,Apparel,Retailer 17,Mass,Jeans,Skinny leg,close fit leg jeans high rise waist black wash mid blue stretch comfort front pocket shaping finished with classic pockets fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31635614,Womens,Apparel,Retailer 19,Innovator,Jeans,Relaxed/loose,loose fit jeans mid rise waist mid wash mid blue easy movement casual staple holds its shape fabric cotton denim classic pocket styling relaxed through seat and thigh materials focus
31198532,Womens,Apparel,Retailer 58,Innovator,Jeans,Skinny leg,skinny leg jeans high rise waist faded blue washed black back pocket shaping non stretch feel goes with oversized blazer fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit cotton touch
31034030,Womens,Apparel,Retailer 58,Innovator,Jeans,Straight leg,easy straight jeans high rise waist washed grey black structured denim feel seam detail style with a crisp shirt fabric cotton stretch fibre blend classic pocket styling
31721964,Womens,Apparel,Retailer 7,Innovator,Jeans,Bootcut,bootcut leg jeans low rise waist light wash washed black straight through leg tapered from knee style with a crisp shirt fabric cotton denim classic pocket styling balanced hem shape
31719995,Womens,Apparel,Retailer 12,Innovator,Jeans,Skinny leg,skinny leg jeans mid rise waist ink wash washed black panelled leg belt loops ideal for casual days fabric cotton stretch fibre blend classic pocket styling close to the body fit
31902191,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,relaxed leg jeans high rise waist dark wash blue contrast stitch look front pocket shaping denim you can dress up fabric denim denim classic pocket styling relaxed through seat and thigh materials focus
31806932,Womens,Apparel,Retailer 29,Mass,Jeans,Straight leg,classic straight jeans low rise waist clean rinse blue zip fly non stretch feel ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling
31737585,Womens,Apparel,Retailer 17,Mass,Jeans,Wide leg (incl. baggy),full leg jeans low rise waist clean rinse off white roomy through thigh casual staple pair with trainers or boots fabric cotton linen blend classic pocket styling relaxed through seat and thigh
31390851,Womens,Apparel,Retailer 29,Mass,Jeans,Relaxed/loose,slouchy fit jeans high rise waist inlaid blue washed black front pocket shaping panelled leg softens with wear fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh
31857299,Womens,Apparel,Retailer 58,Innovator,Jeans,Skinny leg,skinny leg jeans high rise waist washed grey light blue minimal trim stretch comfort denim you can dress up fabric cotton stretch fibre viscose blend classic pocket styling close to the body fit cotton touch
31128936,Womens,Apparel,Retailer 59,Mass,Jeans,Straight leg,easy straight jeans high rise waist clean rinse off white back pocket shaping easy movement wear with a tucked tee fabric cotton polyester viscose blend classic pocket styling
31224240,Womens,Apparel,Retailer 59,Mass,Jeans,Flare/bell bottom,flared hem jeans high rise waist ink wash grey straight through leg comfortable drape softens with wear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape organic cotton touch
31636930,Womens,Apparel,Retailer 19,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist washed grey indigo stretch comfort panelled leg designed for comfort fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31758556,Womens,Apparel,Retailer 29,Mass,Jeans,Skinny leg,skinny fit jeans mid rise waist faded blue washed black everyday denim casual staple goes with oversized blazer fabric cotton stretch fibre blend classic pocket styling close to the body fit
31412481,Womens,Apparel,Retailer 14,Innovator,Jeans,Straight leg,straight leg jeans high rise waist ink wash grey zip fly straight through leg designed for comfort fabric denim denim classic pocket styling
31487289,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,easy straight jeans mid rise waist inlaid blue soft white casual staple back pocket shaping softens with wear fabric cotton denim viscose blend classic pocket styling
31485872,Womens,Apparel,Retailer 43,Mass,Jeans,Straight leg,easy straight jeans mid rise waist mid wash dark blue front pocket shaping slim through hip pair with trainers or boots fabric cashmere denim leather blend classic pocket styling sustainable wash process
31929638,Womens,Apparel,Retailer 58,Innovator,Jeans,Straight leg,straight leg jeans high rise waist inlaid blue blue slim through hip non stretch feel versatile wardrobe piece fabric cotton stretch fibre blend classic pocket styling
31671584,Womens,Apparel,Retailer 7,Innovator,Jeans,Skinny leg,skinny fit jeans low rise waist mid wash charcoal frayed edge frayed edge holds its shape fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit made with in mind
31034755,Womens,Apparel,Retailer 31,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans low rise waist inlaid blue washed black casual staple shaped waist goes with oversized blazer fabric cotton denim classic pocket styling relaxed through seat and thigh
31151938,Womens,Apparel,Retailer 7,Innovator,Jeans,Straight leg,straight leg jeans low rise waist light wash soft white stretch comfort casual staple layer with knitwear fabric denim denim classic pocket styling materials focus
31808643,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist black wash off white everyday denim tapered from knee goes with oversized blazer fabric cotton denim blend classic pocket styling relaxed through seat and thigh
31129090,Womens,Apparel,Retailer 24,Conservative,Jeans,Straight leg,classic straight jeans low rise waist mid wash charcoal non stretch feel non stretch feel holds its shape fabric cotton stretch fibre polyester blend classic pocket styling cotton touch
31651556,Womens,Apparel,Retailer 57,Mass,Jeans,Slim leg,slim fit jeans low rise waist mid wash black soft hand feel work to weekend finished with classic pockets fabric cotton denim blend classic pocket styling close to the body fit
31798620,Womens,Apparel,Retailer 2,Mass,Jeans,Bootcut,bootcut shape jeans high rise waist faded blue dark blue zip fly comfortable drape made for all day wear fabric acetate denim classic pocket styling balanced hem shape
31887032,Womens,Apparel,Retailer 12,Innovator,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist washed grey cream shaped waist turned up cuff ideal for casual days fabric denim denim classic pocket styling relaxed through seat and thigh
31571987,Womens,Apparel,Retailer 57,Mass,Jeans,Skinny leg,skinny fit jeans low rise waist light wash mid blue slim through hip clean finish pair with trainers or boots fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31807570,Womens,Apparel,Retailer 35,Mass,Jeans,Wide leg (incl. baggy),full leg jeans high rise waist ink wash blue frayed edge frayed edge finished with classic pockets fabric cotton denim classic pocket styling relaxed through seat and thigh
31754435,Womens,Apparel,Retailer 20,Innovator,Jeans,Straight leg,easy straight jeans mid rise waist washed grey blue easy movement belt loops denim you can dress up fabric denim denim classic pocket styling
31892285,Womens,Apparel,Retailer 11,Mass,Jeans,Carrot / tapered,carrot fit jeans low rise waist black wash blue frayed edge clean finish goes with oversized blazer fabric cotton denim classic pocket styling tapered towards ankle
31624468,Womens,Apparel,Retailer 35,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist inlaid blue charcoal work to weekend straight through leg goes with oversized blazer fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh
31721252,Womens,Apparel,Retailer 2,Mass,Jeans,Straight leg,classic straight jeans high rise waist inlaid blue dark blue button fastening raw hem versatile wardrobe piece fabric cotton denim classic pocket styling
31380435,Womens,Apparel,Retailer 23,Mass,Jeans,Bootcut,bootcut leg jeans low rise waist dark wash sand raw hem back pocket shaping pair with trainers or boots fabric cotton stretch fibre blend classic pocket styling balanced hem shape
31709286,Womens,Apparel,Retailer 58,Innovator,Jeans,Bootcut,slight bootcut jeans mid rise waist faded blue blue shaped waist turned up cuff softens with wear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31989399,Womens,Apparel,Retailer 58,Innovator,Jeans,Bootcut,slight bootcut jeans high rise waist stone wash dark blue casual staple soft hand feel layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31322952,Womens,Apparel,Retailer 30,Conservative,Jeans,Bootcut,slight bootcut jeans high rise waist dark wash indigo everyday denim minimal trim easy to style fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape cotton touch
31350041,Womens,Apparel,Retailer 9,Conservative,Jeans,Relaxed/loose,slouchy fit jeans low rise waist mid wash soft white turned up cuff turned up cuff denim you can dress up fabric cotton denim classic pocket styling relaxed through seat and thigh
31403813,Womens,Apparel,Retailer 21,Mass,Jeans,Bootcut,bootcut leg jeans high rise waist stone wash washed black tapered from knee everyday denim wear with a tucked tee fabric cotton stretch fibre blend classic pocket styling balanced hem shape
31305686,Womens,Apparel,Retailer 9,Conservative,Jeans,Relaxed/loose,slouchy fit jeans low rise waist faded blue charcoal structured denim feel stretch comfort easy to style fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh
31723126,Womens,Apparel,Retailer 9,Conservative,Jeans,Skinny leg,skinny fit jeans low rise waist faded blue sand tapered from knee belt loops denim you can dress up fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31709320,Womens,Apparel,Retailer 58,Innovator,Jeans,Flare/bell bottom,bell leg jeans high rise waist black wash indigo frayed edge stretch comfort softens with wear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape fibre content
31821416,Womens,Apparel,Retailer 29,Mass,Jeans,Flare/bell bottom,flare leg jeans mid rise waist light wash washed black contrast stitch look shaped waist layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31207934,Womens,Apparel,Retailer 60,Conservative,Jeans,Skinny leg,close fit leg jeans high rise waist faded blue charcoal everyday denim slim through hip easy to style fabric cotton stretch fibre viscose blend classic pocket styling close to the body fit cotton touch
31403814,Womens,Apparel,Retailer 21,Mass,Jeans,Bootcut,bootcut leg jeans high rise waist inlaid blue cream straight through leg structured denim feel finished with classic pockets fabric cotton stretch fibre blend classic pocket styling balanced hem shape organic cotton touch
31364156,Womens,Apparel,Retailer 58,Innovator,Jeans,Straight leg,easy straight jeans mid rise waist faded blue washed black casual staple soft hand feel finished with classic pockets fabric cotton stretch fibre polyester blend classic pocket styling fibre content
31585577,Womens,Apparel,Retailer 60,Conservative,Jeans,Jegging,jegging fit jeans low rise waist mid wash off white zip fly raw hem versatile wardrobe piece fabric cotton stretch fibre viscose blend classic pocket styling pull on waistband cotton touch
31758241,Womens,Apparel,Retailer 9,Conservative,Jeans,Skinny leg,close fit leg jeans mid rise waist dark wash grey non stretch feel stretch comfort ideal for casual days fabric cotton stretch fibre blend classic pocket styling close to the body fit
31570543,Womens,Apparel,Retailer 23,Mass,Jeans,Skinny leg,skinny fit jeans low rise waist ink wash mid blue zip fly frayed edge made for all day wear fabric cotton denim stretch fibre blend classic pocket styling close to the body fit materials focus
31588533,Womens,Apparel,Retailer 34,Innovator,Jeans,Relaxed/loose,loose fit jeans high rise waist dark wash ecru panelled leg front pocket shaping goes with oversized blazer fabric cotton denim classic pocket styling relaxed through seat and thigh
31967721,Womens,Apparel,Retailer 58,Innovator,Jeans,Slim leg,streamlined leg jeans mid rise waist mid wash light blue front pocket shaping clean finish versatile wardrobe piece fabric cotton stretch fibre blend classic pocket styling close to the body fit
31487419,Womens,Apparel,Retailer 57,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans low rise waist light wash black contrast stitch look button fastening ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh fibre content
31286365,Womens,Apparel,Retailer 3,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist clean rinse cream turned up cuff raw hem wear with a tucked tee fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh cotton touch
31605456,Womens,Apparel,Retailer 9,Conservative,Jeans,Slim leg,slim fit jeans low rise waist mid wash cream minimal trim minimal trim goes with oversized blazer fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31637041,Womens,Apparel,Retailer 34,Innovator,Jeans,Straight leg,easy straight jeans mid rise waist ink wash cream clean finish work to weekend easy to style fabric cotton denim classic pocket styling
31525678,Womens,Apparel,Retailer 31,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist black wash cream seam detail non stretch feel versatile wardrobe piece fabric cotton polyester viscose blend classic pocket styling relaxed through seat and thigh fibre content
31048969,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist mid wash off white soft hand feel structured denim feel ideal for casual days fabric cotton polyester blend classic pocket styling relaxed through seat and thigh cotton touch
31532667,Womens,Apparel,Retailer 14,Innovator,Jeans,Relaxed/loose,loose fit jeans mid rise waist clean rinse washed black work to weekend work to weekend style with a crisp shirt fabric cotton denim classic pocket styling relaxed through seat and thigh
31673248,Womens,Apparel,Retailer 12,Innovator,Jeans,Skinny leg,skinny leg jeans mid rise waist black wash blue wide through leg minimal trim softens with wear fabric cotton stretch fibre blend classic pocket styling close to the body fit
31442460,Womens,Apparel,Retailer 58,Innovator,Jeans,Carrot / tapered,tapered leg jeans high rise waist dark wash charcoal casual staple casual staple denim you can dress up fabric cotton denim classic pocket styling tapered towards ankle
31217230,Womens,Apparel,Retailer 58,Innovator,Jeans,Carrot / tapered,tapered leg jeans high rise waist clean rinse dark blue easy movement structured denim feel denim you can dress up fabric denim denim classic pocket styling tapered towards ankle
31823590,Womens,Apparel,Retailer 58,Innovator,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist stone wash black button fastening day to night style with a crisp shirt fabric cotton viscose blend classic pocket styling relaxed through seat and thigh
31258630,Womens,Apparel,Retailer 24,Conservative,Jeans,Straight leg,easy straight jeans low rise waist mid wash soft white contrast stitch look shaped waist softens with wear fabric velvet denim classic pocket styling wash process
31207675,Womens,Apparel,Retailer 2,Mass,Jeans,Skinny leg,close fit leg jeans mid rise waist black wash cream tapered from knee belt loops goes with oversized blazer fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31284649,Womens,Apparel,Retailer 11,Mass,Jeans,Slim leg,slim leg jeans mid rise waist light wash grey front pocket shaping belt loops wear with a tucked tee fabric cotton denim stretch fibre blend classic pocket styling close to the body fit
31439309,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,classic straight jeans mid rise waist dark wash mid blue back pocket shaping front pocket shaping pair with trainers or boots fabric cotton denim stretch fibre blend classic pocket styling
31261448,Womens,Apparel,Retailer 57,Mass,Jeans,Carrot / tapered,carrot fit jeans mid rise waist black wash black button fastening comfortable drape wear with a tucked tee fabric cotton stretch fibre blend classic pocket styling tapered towards ankle
31859162,Womens,Apparel,Retailer 35,Mass,Jeans,Bootcut,bootcut shape jeans mid rise waist mid wash indigo back pocket shaping zip fly pair with trainers or boots fabric nylon stretch fibre viscose blend classic pocket styling balanced hem shape
31459794,Womens,Apparel,Retailer 52,Innovator,Jeans,Straight leg,straight leg jeans high rise waist faded blue dark blue front pocket shaping shaped waist made for all day wear fabric cotton viscose blend classic pocket styling
31310680,Womens,Apparel,Retailer 58,Innovator,Jeans,Skinny leg,skinny leg jeans mid rise waist stone wash blue everyday denim work to weekend made for all day wear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31977369,Womens,Apparel,Retailer 20,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist faded blue cream day to night comfortable drape finished with classic pockets fabric cotton denim classic pocket styling relaxed through seat and thigh
31406129,Womens,Apparel,Retailer 43,Mass,Jeans,Straight leg,straight leg jeans mid rise waist stone wash sand comfortable drape wide through leg holds its shape fabric cotton stretch fibre polyester blend classic pocket styling
31834677,Womens,Apparel,Retailer 12,Innovator,Jeans,Skinny leg,skinny fit jeans mid rise waist mid wash grey minimal trim wide through leg pair with trainers or boots fabric denim denim classic pocket styling close to the body fit
31145150,Womens,Apparel,Retailer 12,Innovator,Jeans,Skinny leg,skinny fit jeans high rise waist mid wash washed black soft hand feel casual staple style with a crisp shirt fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31351268,Womens,Apparel,Retailer 61,Conservative,Jeans,Wide leg (incl. baggy),baggy wide leg jeans low rise waist faded blue cream minimal trim non stretch feel layer with knitwear fabric cotton viscose blend classic pocket styling relaxed through seat and thigh
31008883,Womens,Apparel,Retailer 7,Innovator,Jeans,Carrot / tapered,tapered leg jeans mid rise waist light wash washed black clean finish turned up cuff designed for comfort fabric cotton denim classic pocket styling tapered towards ankle
31014310,Womens,Apparel,Retailer 12,Innovator,Jeans,Straight leg,straight leg jeans low rise waist washed grey ecru front pocket shaping belt loops finished with classic pockets fabric cotton denim classic pocket styling
31732391,Womens,Apparel,Retailer 27,Innovator,Jeans,Slim leg,slim fit jeans high rise waist washed grey washed black subtle fading shaped waist style with a crisp shirt fabric denim denim classic pocket styling close to the body fit
31040253,Womens,Apparel,Retailer 24,Conservative,Jeans,Skinny leg,close fit leg jeans high rise waist mid wash ecru straight through leg front pocket shaping softens with wear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31009483,Womens,Apparel,Retailer 57,Mass,Jeans,Slim leg,slim leg jeans high rise waist clean rinse soft white everyday denim soft hand feel goes with oversized blazer fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31688957,Womens,Apparel,Retailer 58,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans mid rise waist washed grey charcoal casual staple easy movement easy to style fabric cotton stretch fibre viscose blend classic pocket styling relaxed through seat and thigh
31964038,Womens,Apparel,Retailer 14,Innovator,Jeans,Slim leg,slim fit jeans low rise waist ink wash cream roomy through thigh raw hem finished with classic pockets fabric cotton denim classic pocket styling close to the body fit
31814491,Womens,Apparel,Retailer 3,Mass,Jeans,Flare/bell bottom,flared hem jeans high rise waist washed grey cream contrast stitch look back pocket shaping ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
